CUSTOMER_ID,FIRST_NAME,LAST_NAME,COUNTRY,SEGMENT,SIGNUP_DATE,IS_ACTIVE
1072.0,First72,Last72,SE,RETAIL,2023-06-18,0
1073.0,First73,Last73,DK,WHOLESALE,2023-02-17,0
1074.0,First74,Last74,DK,ONLINE,2023-09-08,1
1075.0,First75,Last75,SE,RETAIL,2023-06-23,0
1076.0,First76,Last76,NL,ONLINE,2023-05-01,0
1077.0,First77,Last77,NO,RETAIL,2023-03-24,0
1078.0,First78,Last78,NL,ONLINE,2023-07-26,0
1079.0,First79,Last79,DK,RETAIL,2023-09-02,0
1080.0,First80,Last80,DK,RETAIL,2023-12-10,1
1081.0,First81,Last81,NL,RETAIL,2023-06-09,0
1082.0,First82,Last82,DK,RETAIL,2023-02-28,0
1083.0,First83,Last83,DK,RETAIL,2023-10-31,1
1084.0,First84,Last84,NO, retail,2023-08-18,0
1085.0,First85,Last85,NL,WHOLESALE,2023-09-13,1
1086.0,First86,Last86,DE,RETAIL,2023-02-05,1
1087.0,First87,Last87,DK,RETAIL,2023-04-25,1
1088.0,First88,Last88,NL,RETAIL,2023-10-08,0
1089.0,First89,Last89,NL,RETAIL,2023-10-31,0
1090.0,First90,Last90,NL,ONLINE,2023-06-08,1
1091.0,First91,Last91,NL,RETAIL,2023-10-21,0
1092.0,First92,Last92,SE,RETAIL,2023-11-04,1
1093.0,First93,Last93,NL,RETAIL,2023-05-22,0
1094.0,First94,Last94,SE,RETAIL,2023-11-24,0
1095.0,First95,Last95,NL,RETAIL,2023-04-16,1
1096.0,First96,Last96,NO,WHOLESALE,2023-03-29,1
1097.0,First97,Last97,DE,WHOLESALE,2023-09-07,1
1098.0,First98,Last98,  dk ,ONLINE,2023-08-21,1
1099.0,First99,Last99,DE,WHOLESALE,2023-02-21,0
1100.0,First100,Last100,DE,RETAIL,2023-10-31,1
1101.0,First101,Last101,DE,WHOLESALE,2023-03-14,1
1102.0,First102,Last102,DE,ONLINE,2023-10-21,0
1103.0,First103,Last103,DK,WHOLESALE,2023-01-03,0
1104.0,First104,Last104,NL,ONLINE,2023-10-18,1
1105.0,First105,Last105,NO,WHOLESALE,2023-10-15,0
1106.0,First106,Last106,SE,ONLINE,2023-10-12,1
1107.0,First107,Last107,NO,RETAIL,2023-08-31,0
,First108,Last108,NL,WHOLESALE,2023-06-22,0
1109.0,First109,Last109,NL,RETAIL,2023-09-15,0
1110.0,First110,Last110,NL,RETAIL,2023-04-12,0
1111.0,First111,Last111,NO,WHOLESALE,2023-10-12,1
1112.0,First112,Last112,DE,ONLINE,2023-07-22,1
1113.0,First113,Last113,SE,ONLINE,2023-06-17,1
1114.0,First114,Last114,DE,RETAIL,2023-07-04,1
1115.0,First115,Last115,DE,WHOLESALE,2023-07-27,0
1116.0,First116,Last116,SE,WHOLESALE,2023-01-14,1
1117.0,First117,Last117,SE,RETAIL,2023-02-21,1
1118.0,First118,Last118,DK,RETAIL,2023-03-31,1
1119.0,First119,Last119,DK,RETAIL,2023-02-11,1
1120.0,First120,Last120,NO,WHOLESALE,2023-06-10,1
1121.0,First121,Last121,NO,RETAIL,2023-09-01,1
1122.0,First122,Last122,DK,ONLINE,2023-08-27,1
1123.0,First123,Last123,NO,RETAIL,2023-06-21,1
1124.0,First124,Last124,DE,ONLINE,2023-11-09,1
1125.0,First125,Last125,SE,RETAIL,2023-07-26,0
1126.0,First126,Last126,SE,WHOLESALE,2023-01-29,0
1127.0,First127,Last127,SE,RETAIL,2023-10-07,1
1128.0,First128,Last128,NO,RETAIL,2023-07-29,0
1129.0,First129,Last129,SE,ONLINE,2023-08-20,0
1130.0,First130,Last130,DE,ONLINE,2023-07-26,1
1131.0,First131,Last131,SE,ONLINE,2023-07-22,1
1132.0,First132,Last132,NO,RETAIL,2023-02-03,1
1133.0,First133,Last133,SE,RETAIL,2023-07-24,0
1134.0,First134,Last134,DK,RETAIL,2023-10-18,0
1135.0,First135,Last135,DE,RETAIL,2023-04-21,1
1136.0,First136,Last136,SE,WHOLESALE,2023-08-09,1
1137.0,First137,Last137,SE,WHOLESALE,2023-01-12,0
1138.0,First138,Last138,DE,WHOLESALE,2023-05-07,1
1139.0,First139,Last139,NL,ONLINE,2023-06-09,0
1140.0,First140,Last140,DE,WHOLESALE,2023-12-25,1
1141.0,First141,Last141,NL,ONLINE,2023-03-20,1
1142.0,First142,Last142,NL,RETAIL,2023-04-11,1
1143.0,First143,Last143,NO,RETAIL,2023-05-30,1
1144.0,First144,Last144,DE,WHOLESALE,2023-12-29,0
1145.0,First145,Last145,SE,ONLINE,2023-11-08,0
1146.0,First146,Last146,NO,RETAIL,2023-01-13,0
1147.0,First147,Last147,NO,RETAIL,2023-03-27,1
1148.0,First148,Last148,NL,WHOLESALE,2023-10-27,1
1149.0,First149,Last149,NL,RETAIL,2023-01-22,1
1150.0,First150,Last150,NO,RETAIL,2023-11-09,0
1151.0,First151,Last151,DE,ONLINE,2023-04-13,0
1152.0,First152,Last152,SE,WHOLESALE,2023-12-01,1
1153.0,First153,Last153,NL,RETAIL,2023-04-18,1
1154.0,First154,Last154,NO,ONLINE,2023-06-08,1
1155.0,First155,Last155,NO,RETAIL,2023-08-30,0
1156.0,First156,Last156,DE,ONLINE,2023-02-16,0
1157.0,First157,Last157,DE,RETAIL,2023-07-23,1
1158.0,First158,Last158,DK,RETAIL,2023-07-04,1
1159.0,First159,Last159,SE,RETAIL,2023-10-14,0
,First160,Last160,DK,RETAIL,2023-12-30,1
1161.0,First161,Last161,DE,ONLINE,2023-08-31,0
1162.0,First162,Last162,DK, retail,2023-05-30,0
1163.0,First163,Last163,SE,RETAIL,2023-05-29,1
1164.0,First164,Last164,NO,RETAIL,2023-06-02,1
1165.0,First165,Last165,DE,WHOLESALE,2023-10-25,1
1166.0,First166,Last166,NO,ONLINE,2023-04-28,0
1167.0,First167,Last167,NL,ONLINE,2023-03-02,1
1168.0,First168,Last168,NL,RETAIL,2023-05-03,1
1169.0,First169,Last169,DK,RETAIL,2023-01-09,1
1170.0,First170,Last170,NL,RETAIL,2023-02-08,0
1171.0,First171,Last171,DE,RETAIL,2023-02-02,1
1172.0,First172,Last172,DE,ONLINE,2023-10-09,1
1173.0,First173,Last173,DK,WHOLESALE,2023-09-21,1
1174.0,First174,Last174,DE,RETAIL,2023-09-12,0
1175.0,First175,Last175,DE,RETAIL,2023-06-18,1
1176.0,First176,Last176,NO,ONLINE,2023-09-19,0
1177.0,First177,Last177,DK,RETAIL,2023-02-28,0
1178.0,First178,Last178,NO,RETAIL,2023-11-25,1
1179.0,First179,Last179,NL,RETAIL,2023-07-02,0
1180.0,First180,Last180,DE,RETAIL,2023-12-09,1
1181.0,First181,Last181,DK,RETAIL,2023-02-25,0
1182.0,First182,Last182,NL,RETAIL,2023-07-01,1
1183.0,First183,Last183,NL,RETAIL,2023-09-12,1
1184.0,First184,Last184,DK,WHOLESALE,2023-06-30,1
1185.0,First185,Last185,NL,RETAIL,2023-06-12,0
1186.0,First186,Last186,NO,RETAIL,2023-03-02,0
1187.0,First187,Last187,NO,ONLINE,2023-05-20,0
1188.0,First188,Last188,NO,WHOLESALE,2023-03-29,0
1189.0,First189,Last189,DE,RETAIL,2023-04-21,1
1190.0,First190,Last190,NL,RETAIL,2023-09-07,0
1191.0,First191,Last191,DE,ONLINE,2023-08-19,0
1192.0,First192,Last192,NL,RETAIL,2023-08-10,0
1193.0,First193,Last193,NL,RETAIL,2023-05-13,0
1194.0,First194,Last194,DK,ONLINE,2023-12-17,1
1195.0,First195,Last195,SE,RETAIL,2023-02-01,1
1196.0,First196,Last196,DE,WHOLESALE,2023-05-06,0
1197.0,First197,Last197,NO,RETAIL,2023-02-13,1
1198.0,First198,Last198,DK,WHOLESALE,2023-05-04,1
1199.0,First199,Last199,DK,RETAIL,2023-12-18,0
1200.0,First200,Last200,NO,RETAIL,2023-05-14,0
1201.0,First201,Last201,  dk ,RETAIL,2023-11-28,0
1202.0,First202,Last202,DK,RETAIL,2023-06-30,0
1203.0,First203,Last203,DK,ONLINE,2023-09-13,0
1204.0,First204,Last204,DK,RETAIL,2023-06-16,0
1205.0,First205,Last205,NO,RETAIL,2023-04-08,1
1206.0,First206,Last206,DK,WHOLESALE,2023-10-06,0
1207.0,First207,Last207,NO,WHOLESALE,2023-12-20,1
1208.0,First208,Last208,NO,RETAIL,2023-04-07,0
1209.0,First209,Last209,NO,RETAIL,2023-10-12,0
1210.0,First210,Last210,DE,ONLINE,2023-04-06,1
1211.0,First211,Last211,NO,WHOLESALE,2023-09-19,1
1212.0,First212,Last212,DE,ONLINE,2023-10-15,1
1213.0,First213,Last213,DE,ONLINE,2023-06-14,0
1214.0,First214,Last214,NL,WHOLESALE,2023-09-26,0
1215.0,First215,Last215,DE,RETAIL,2023-04-10,0
1216.0,First216,Last216,NO,RETAIL,2023-01-29,0
1217.0,First217,Last217,NO,RETAIL,2023-02-05,1
1218.0,First218,Last218,SE,WHOLESALE,2023-06-13,0
1219.0,First219,Last219,NO,ONLINE,2023-11-26,0
1220.0,First220,Last220,DK,RETAIL,2023-02-16,1
1221.0,First221,Last221,NL,RETAIL,2023-06-16,0
1222.0,First222,Last222,NL,RETAIL,2023-09-14,0
1223.0,First223,Last223,DK,ONLINE,2023-03-15,0
1224.0,First224,Last224,DE,RETAIL,2023-09-21,0
1225.0,First225,Last225,DK,RETAIL,2023-04-22,1
1226.0,First226,Last226,  dk ,RETAIL,2023-10-23,1
1227.0,First227,Last227,DK,RETAIL,2023-07-31,1
1228.0,First228,Last228,NO,RETAIL,2023-07-19,0
1229.0,First229,Last229,DE,RETAIL,2023-03-06,1
1230.0,First230,Last230,DE,RETAIL,2023-06-19,1
1231.0,First231,Last231,NO,RETAIL,2023-11-09,0
1232.0,First232,Last232,NL,RETAIL,2023-01-08,1
,First233,Last233,DE,RETAIL,2023-10-04,0
1234.0,First234,Last234,SE,RETAIL,2023-06-29,1
1235.0,First235,Last235,DE,WHOLESALE,2023-09-20,1
1236.0,First236,Last236,DE,RETAIL,2023-08-31,0
1237.0,First237,Last237,SE,RETAIL,2023-06-07,0
1238.0,First238,Last238,DE,RETAIL,2023-04-23,0
1239.0,First239,Last239,NL,RETAIL,2023-08-17,1
1240.0,First240,Last240,NL,RETAIL,2023-02-21,0
1241.0,First241,Last241,DE,RETAIL,2023-08-02,1
1242.0,First242,Last242,DE,ONLINE,2023-02-04,0
1243.0,First243,Last243,SE,RETAIL,2023-08-26,0
1244.0,First244,Last244,DE,RETAIL,2023-08-18,1
1245.0,First245,Last245,SE,RETAIL,2023-01-31,1
1246.0,First246,Last246,NO,RETAIL,2023-10-04,1
1247.0,First247,Last247,SE,RETAIL,2023-06-01,0
1248.0,First248,Last248,SE, retail,2023-10-15,0
1249.0,First249,Last249,DK,ONLINE,2023-01-16,0
1250.0,First250,Last250,NL,RETAIL,2023-03-07,1
1251.0,First251,Last251,DK,RETAIL,2023-06-30,1
1252.0,First252,Last252,DK,RETAIL,2023-03-10,0
1253.0,First253,Last253,NL,RETAIL,2023-05-01,1
1254.0,First254,Last254,NO,WHOLESALE,2023-08-30,0
1255.0,First255,Last255,NO,RETAIL,2023-02-22,1
1256.0,First256,Last256,DE,RETAIL,2023-09-05,1
1257.0,First257,Last257,SE,ONLINE,2023-02-07,1
1258.0,First258,Last258,DK,RETAIL,2023-03-05,0
1259.0,First259,Last259,DE,RETAIL,2023-08-03,1
1260.0,First260,Last260,DK,WHOLESALE,2023-10-17,0
1261.0,First261,Last261,NO,RETAIL,2023-03-04,1
1262.0,First262,Last262,NL,RETAIL,2023-04-20,0
1263.0,First263,Last263,NL,RETAIL,2023-12-04,1
1264.0,First264,Last264,SE,ONLINE,2023-12-28,0
1265.0,First265,Last265,DE, retail,2023-08-01,0
1266.0,First266,Last266,DE,RETAIL,2023-06-13,1
1267.0,First267,Last267,NO,RETAIL,2023-05-07,1
1268.0,First268,Last268,DK,RETAIL,2023-08-12,0
1269.0,First269,Last269,SE,WHOLESALE,2023-08-04,1
1270.0,First270,Last270,DE,RETAIL,2023-04-18,0
1271.0,First271,Last271,NL,RETAIL,2023-01-09,0
1272.0,First272,Last272,DK,RETAIL,2023-02-25,0
1273.0,First273,Last273,DE,ONLINE,2023-12-16,0
1274.0,First274,Last274,NL,RETAIL,2023-06-02,0
1275.0,First275,Last275,NL,ONLINE,2023-06-26,0
1276.0,First276,Last276,NO,WHOLESALE,2023-06-20,0
1277.0,First277,Last277,DK,RETAIL,2023-10-13,0
1278.0,First278,Last278,SE,WHOLESALE,2023-01-24,0
1279.0,First279,Last279,NL,ONLINE,2023-01-31,1
1280.0,First280,Last280,NL,RETAIL,2023-04-11,1
1281.0,First281,Last281,DE,ONLINE,2023-06-27,0
1282.0,First282,Last282,DK,RETAIL,2023-09-02,0
1283.0,First283,Last283,DK, retail,2023-06-29,1
1284.0,First284,Last284,NO,ONLINE,2023-06-11,1
1285.0,First285,Last285,NO,RETAIL,2023-12-09,1
1286.0,First286,Last286,DK,ONLINE,2023-02-28,1
1287.0,First287,Last287,DE,RETAIL,2023-07-28,1
1288.0,First288,Last288,NO,WHOLESALE,2023-07-17,1
1289.0,First289,Last289,DK,WHOLESALE,2023-06-22,0
1290.0,First290,Last290,DK,RETAIL,2023-10-22,0
1291.0,First291,Last291,NO,RETAIL,2023-04-08,0
1292.0,First292,Last292,DE,RETAIL,2023-12-15,0
1293.0,First293,Last293,NL,RETAIL,2023-05-02,1
1294.0,First294,Last294,NO,RETAIL,2023-07-18,1
1295.0,First295,Last295,SE,RETAIL,2023-07-10,1
1296.0,First296,Last296,NL,RETAIL,2023-11-07,0
1297.0,First297,Last297,NO,RETAIL,2023-06-10,0
1298.0,First298,Last298,SE,WHOLESALE,2023-04-14,0
1299.0,First299,Last299,NO,WHOLESALE,2023-01-08,1
1300.0,First300,Last300,DK,WHOLESALE,2023-05-13,0
1301.0,First301,Last301,SE,RETAIL,2023-10-29,0
1302.0,First302,Last302,NO,ONLINE,2023-01-04,1
1303.0,First303,Last303,NL,RETAIL,2023-11-24,1
1304.0,First304,Last304,DE,RETAIL,2023-07-18,1
1305.0,First305,Last305,  dk ,RETAIL,2023-02-21,0
1306.0,First306,Last306,NO,WHOLESALE,2023-04-21,0
1307.0,First307,Last307,DK,RETAIL,2023-07-22,0
1308.0,First308,Last308,SE,RETAIL,2023-04-26,0
1309.0,First309,Last309,NL,ONLINE,2023-02-09,1
1310.0,First310,Last310,DK,RETAIL,2023-09-01,0
1311.0,First311,Last311,NL,RETAIL,2023-09-03,0
1312.0,First312,Last312,DE,ONLINE,2023-02-13,1
1313.0,First313,Last313,SE,RETAIL,2023-04-13,0
1314.0,First314,Last314,DE,RETAIL,2023-03-31,0
1315.0,First315,Last315,NL,ONLINE,2023-08-29,0
1316.0,First316,Last316,DK,ONLINE,2023-09-24,0
1317.0,First317,Last317,DK,RETAIL,2023-09-23,0
1318.0,First318,Last318,DE,WHOLESALE,2023-12-09,1
1319.0,First319,Last319,NL,RETAIL,2023-10-08,1
1320.0,First320,Last320,DK,RETAIL,2023-04-28,0
1321.0,First321,Last321,DE,RETAIL,2023-02-09,0
1322.0,First322,Last322,DK,RETAIL,2023-08-13,0
1323.0,First323,Last323,DE,WHOLESALE,2023-12-01,1
1324.0,First324,Last324,DE,ONLINE,2023-12-22,1
,First325,Last325,DK,RETAIL,2023-03-26,1
1326.0,First326,Last326,DE,RETAIL,2023-03-28,0
1327.0,First327,Last327,NL,RETAIL,2023-01-14,0
1328.0,First328,Last328,NL,ONLINE,2023-02-21,0
1329.0,First329,Last329,DK,RETAIL,2023-07-22,0
1330.0,First330,Last330,SE,WHOLESALE,2023-07-19,0
1331.0,First331,Last331,SE,RETAIL,2023-05-16,1
1332.0,First332,Last332,NO,RETAIL,2023-04-24,0
1333.0,First333,Last333,DK,WHOLESALE,2023-10-30,1
1334.0,First334,Last334,NL,WHOLESALE,2023-06-17,1
1335.0,First335,Last335,DE,RETAIL,2023-10-23,1
1336.0,First336,Last336,NL,WHOLESALE,2023-12-18,0
1337.0,First337,Last337,DK,ONLINE,2023-04-26,1
1338.0,First338,Last338,DK,RETAIL,2023-03-15,0
1339.0,First339,Last339,  dk ,RETAIL,2023-12-14,0
1340.0,First340,Last340,SE,RETAIL,2023-08-20,0
1341.0,First341,Last341,DE,WHOLESALE,2023-04-17,0
1342.0,First342,Last342,NL,RETAIL,2023-08-15,1
1343.0,First343,Last343,DK,RETAIL,2023-07-07,1
1344.0,First344,Last344,DK,RETAIL,2023-11-27,1
1345.0,First345,Last345,DK,ONLINE,2023-04-04,0
1346.0,First346,Last346,DK,RETAIL,2023-12-28,0
1347.0,First347,Last347,DK,WHOLESALE,2023-12-08,1
1348.0,First348,Last348,NL,RETAIL,2023-03-07,0
1349.0,First349,Last349,DE,ONLINE,2023-03-02,1
1350.0,First350,Last350,NL,RETAIL,2023-07-14,1
1351.0,First351,Last351,NL,RETAIL,2023-01-17,1
1352.0,First352,Last352,NL,ONLINE,2023-04-20,1
1353.0,First353,Last353,SE,ONLINE,2023-06-08,0
1354.0,First354,Last354,SE,RETAIL,2023-12-20,0
1355.0,First355,Last355,NL,RETAIL,2023-12-29,0
1356.0,First356,Last356,SE,WHOLESALE,2023-02-25,0
1357.0,First357,Last357,DK,ONLINE,2023-11-22,0
1358.0,First358,Last358,DE,RETAIL,2023-02-03,1
1359.0,First359,Last359,NL,RETAIL,2023-10-01,0
1360.0,First360,Last360,NL,WHOLESALE,2023-11-05,1
1361.0,First361,Last361,NL,WHOLESALE,2023-11-22,1
1362.0,First362,Last362,DK,WHOLESALE,2023-03-23,1
1363.0,First363,Last363,DE,RETAIL,2023-11-23,0
1364.0,First364,Last364,NL,RETAIL,2023-02-12,1
1365.0,First365,Last365,DE,ONLINE,2023-07-09,0
1366.0,First366,Last366,NL,ONLINE,2023-06-21,0
1367.0,First367,Last367,  dk ,WHOLESALE,2023-04-26,0
1368.0,First368,Last368,NO,RETAIL,2023-01-09,0
1369.0,First369,Last369,DK,RETAIL,2023-10-09,0
1370.0,First370,Last370,NO,WHOLESALE,2023-05-03,0
1371.0,First371,Last371,SE,RETAIL,2023-08-30,1
1372.0,First372,Last372,DK,ONLINE,2023-05-30,0
1373.0,First373,Last373,DK,RETAIL,2023-05-17,0
1374.0,First374,Last374,DE,WHOLESALE,2023-11-20,1
1375.0,First375,Last375,NO,ONLINE,2023-02-04,1
1376.0,First376,Last376,  dk ,RETAIL,2023-09-26,1
1377.0,First377,Last377,DE,RETAIL,2023-09-30,0
1378.0,First378,Last378,NO,WHOLESALE,2023-05-19,1
1379.0,First379,Last379,DE,RETAIL,2023-04-06,1
1380.0,First380,Last380,DK,RETAIL,2023-01-02,0
1381.0,First381,Last381,NL,WHOLESALE,2023-12-08,0
1382.0,First382,Last382,NO,ONLINE,2023-12-12,1
1383.0,First383,Last383,DK,RETAIL,2023-03-29,0
1384.0,First384,Last384,NL,RETAIL,2023-01-12,0
1385.0,First385,Last385,DE,RETAIL,2023-02-14,1
1386.0,First386,Last386,DK,RETAIL,2023-01-25,1
1387.0,First387,Last387,DK,RETAIL,2023-10-31,1
1388.0,First388,Last388,DK,RETAIL,2023-11-22,1
1389.0,First389,Last389,SE,WHOLESALE,2023-02-25,1
1390.0,First390,Last390,DK,RETAIL,2023-09-30,0
1391.0,First391,Last391,DE,ONLINE,2023-03-07,0
1392.0,First392,Last392,NO,RETAIL,2023-05-15,1
1393.0,First393,Last393,NL,RETAIL,2023-08-07,0
1394.0,First394,Last394,DE,WHOLESALE,2023-09-20,0
1395.0,First395,Last395,DE,ONLINE,2023-11-16,1
1396.0,First396,Last396,NO,RETAIL,2023-01-17,1
1397.0,First397,Last397,DK, retail,2023-03-13,0
1398.0,First398,Last398,DK,RETAIL,2023-04-13,0
1399.0,First399,Last399,DE,RETAIL,2023-04-24,1
1400.0,First400,Last400,DK,RETAIL,2023-12-31,0
1401.0,First401,Last401,DK,RETAIL,2023-10-11,1
1402.0,First402,Last402,SE,RETAIL,2023-04-27,1
1403.0,First403,Last403,NL,RETAIL,2023-12-21,1
1404.0,First404,Last404,NO,ONLINE,2023-07-02,0
1405.0,First405,Last405,DE,WHOLESALE,2023-07-02,1
1406.0,First406,Last406,NO,RETAIL,2023-06-08,0
1407.0,First407,Last407,DK,RETAIL,2023-02-22,1
1408.0,First408,Last408,SE,RETAIL,2023-12-08,0
1409.0,First409,Last409,DK,RETAIL,2023-01-06,0
1410.0,First410,Last410,DE,WHOLESALE,2023-03-05,1
1411.0,First411,Last411,DK,ONLINE,2023-03-25,0
1412.0,First412,Last412,SE,ONLINE,2023-04-12,1
1413.0,First413,Last413,NL,ONLINE,2023-02-18,1
1414.0,First414,Last414,NO,ONLINE,2023-01-07,0
1415.0,First415,Last415,NO,ONLINE,2023-09-05,0
1416.0,First416,Last416,NO,RETAIL,2023-12-20,1
1417.0,First417,Last417,DE,RETAIL,2023-02-14,0
1418.0,First418,Last418,SE,RETAIL,2023-04-19,0
1419.0,First419,Last419,DE,RETAIL,2023-07-04,0
1420.0,First420,Last420,NL,RETAIL,2023-12-05,0
1421.0,First421,Last421,NO,ONLINE,2023-09-11,1
1422.0,First422,Last422,NO,WHOLESALE,2023-10-07,0
1423.0,First423,Last423,  dk ,RETAIL,2023-08-01,1
1424.0,First424,Last424,SE,RETAIL,2023-06-02,0
1425.0,First425,Last425,NL,RETAIL,2023-03-14,1
1426.0,First426,Last426,NO,RETAIL,2023-11-12,0
1427.0,First427,Last427,SE,ONLINE,2023-10-21,0
1428.0,First428,Last428,NO,RETAIL,2023-01-10,1
1429.0,First429,Last429,NO,WHOLESALE,2023-09-19,0
1430.0,First430,Last430,NO,RETAIL,2023-01-31,0
1431.0,First431,Last431,DE,RETAIL,2023-09-27,1
1432.0,First432,Last432,SE,RETAIL,2023-10-29,0
1433.0,First433,Last433,DE,WHOLESALE,2023-02-17,0
1434.0,First434,Last434,NO,WHOLESALE,2023-06-08,0
1435.0,First435,Last435,NL,RETAIL,2023-02-15,1
1436.0,First436,Last436,DK,ONLINE,2023-07-27,1
1437.0,First437,Last437,DK,RETAIL,2023-12-05,1
1438.0,First438,Last438,NO,ONLINE,2023-01-30,1
1439.0,First439,Last439,NO,RETAIL,2023-05-26,0
1440.0,First440,Last440,DE,RETAIL,2023-12-22,0
1441.0,First441,Last441,NO,ONLINE,2023-04-20,0
1442.0,First442,Last442,NL,RETAIL,2023-02-18,0
1443.0,First443,Last443,NO,RETAIL,2023-06-28,0
1444.0,First444,Last444,DK,RETAIL,2023-07-05,1
1445.0,First445,Last445,DK,RETAIL,2023-08-30,1
1446.0,First446,Last446,NL,WHOLESALE,2023-04-25,1
1447.0,First447,Last447,DK,ONLINE,2023-12-15,1
1448.0,First448,Last448,NL,ONLINE,2023-07-10,1
1449.0,First449,Last449,SE,RETAIL,2023-04-15,0
1450.0,First450,Last450,DK, retail,2023-12-17,1
1451.0,First451,Last451,SE,RETAIL,2023-12-04,1
1452.0,First452,Last452,DE,RETAIL,2023-07-02,0
1453.0,First453,Last453,NO,RETAIL,2023-01-10,0
1454.0,First454,Last454,DE,ONLINE,2023-08-06,1
1455.0,First455,Last455,DE,ONLINE,2023-07-22,0
1456.0,First456,Last456,NO, retail,2023-02-24,1
